post_id,post_url,published_date,reactions,sub_reactions,comments,shares,context
837526801749791,https://www.facebook.com/init.kobeengineer/posts/837526801749791,2024-03-29 04:45:37,166,"{'哈': '87', '讚': '73', '哇': '6', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",49,6,"#純靠北工程師7ri
----------
考績依照整年修改的程式支數決定，改越多考績越好、改的少排後面。結果新增跟刪除無意義的註解也包括修改支數，這真的是IT人該有的思維嗎?"
837506118418526,https://www.facebook.com/init.kobeengineer/posts/837506118418526,2024-03-29 03:54:04,195,"{'讚': '79', '嗚': '62', '加油': '45', '哈': '5', '哇': '4', '怒': '0', '大心': '0'}",12,3,"#純靠北工程師7rk
----------
老闆說，金主搞了個新系統，要我去對接，所以我進來時答應給的案子得抽掉，ok。

老闆說，金主想把系統底層換一套，所以我剛完成的項目不上，在這基礎上做新的，ok。

老闆說，金主想在新系統上多做些服務再開，所以我剛壓過的那些東西先不上，ok。

老闆說，金主覺得手下團隊效率不彰，想把組織整理好再談合作案，要我先支援其它幾個金主可能感興趣的項目，ok。

老闆說，金主那好了，問我這一年半做過但hold住的所有東西，能不能根據三天前寄來的guideline全部翻新後，下禮拜給他？ok。

老闆說，在我方成品交付日的晚上八點半，金主家的新團隊寄來了規格變更，問我能不能在這週末前改好？ok。

老闆說，這兩年我做得很好，之後有個組織變動能換到想去的團隊重點培養，薪資重談，問我意下如何？

我說我只再做20天。

...

抱歉，這篇沒有什麼笑點或爆點，只有一個身心俱疲的打工仔而已。"
836970875138717,https://www.facebook.com/init.kobeengineer/posts/836970875138717,2024-03-28 12:13:28,97,"{'讚': '64', '哈': '31', '加油': '1', '哇': '1', '怒': '0', '大心': '0', '嗚': '0'}",9,7,"#純靠北工程師7rd
----------
同事說：「原本是輸入A可以得到B，改成輸入A可以得到B+X」

我看程式碼看半天找不到這個「輸入A可以得到B」的邏輯！很直覺就是覺得他規格寫錯了啊，後來才知道是輸入A可以得到C，然後輸入C可得到B

同事反問我：「跟我講的有什麼不一樣，都是用A得到B阿」

他說我不懂商業邏輯，說什麼跟User在溝通上都是講輸入A得到B，我如果知道這些就不會糾結在什麼輸A得到C，C再得到B了

我真的很冤枉啦，整天在跟程式碼為伍，每天處理的都是那些枝微末節的小東西、地下水工程，你要把我侷限在一顆樹下抓蟲，還要怪我沒辦法看清楚整片森林，這樣的批評對我而言有公平嗎？"
836927538476384,https://www.facebook.com/init.kobeengineer/posts/836927538476384,2024-03-28 10:49:45,111,"{'讚': '78', '哈': '19', '嗚': '13', '哇': '1', '怒': '0', '大心': '0', '加油': '0'}",26,6,"#純靠北工程師7re
----------
要取別的系統的資料，不是請人家寫一隻API喔，而是自己寫SQL去查對方的table。

我希望這是有不得已的苦衷，因為若不是由對方親自維護的API，那對方很可能會忘記或根本不知道你來系統拿資料，所以未來他們要對自家的table新增什麼資料進去，自然是沒在顧忌你，因為根本不知道你要用

但我不在乎了，沒人在乎我幹嘛在乎呢，我算個屁啊？

我只不過...就是在樹下抓蟲的屁而已......."
836897735146031,https://www.facebook.com/init.kobeengineer/posts/836897735146031,2024-03-28 09:51:33,105,"{'讚': '49', '加油': '30', '嗚': '22', '哈': '2', '哇': '2', '怒': '0', '大心': '0'}",11,4,"#純靠北工程師7rf
----------
真的越想越覺得委屈欸，你們哪一次需求我沒幫你們弄好？我有擺爛不寫、或給別人寫嗎？只是希望規格怎麼調整，這樣我比較方便而已，就說我不懂商業邏輯，那這些年我每每弄完的需求都是假的是不是？還是你是說其實這個系統很簡單，就算沒有商業邏輯也是閉著眼睛都寫得出來？

看來小時候媽媽帶我去找的那個算命師說的沒錯，我這個八字就是天生勞碌命，做到死都沒人會感謝我"
836731711829300,https://www.facebook.com/init.kobeengineer/posts/836731711829300,2024-03-28 03:40:21,356,"{'讚': '193', '哈': '157', '大心': '2', '加油': '2', '哇': '2', '怒': '0', '嗚': '0'}",30,4,"#純靠北工程師7rg
----------
到處托朋友幫忙徵才找人，需要中高階人才。

結果談著談著，變成朋友問我要不要過去他們那邊上班，怎麼辦？？"
836672961835175,https://www.facebook.com/init.kobeengineer/posts/836672961835175,2024-03-28 01:45:46,589,"{'讚': '254', '哈': '214', '哇': '117', '加油': '2', '嗚': '2', '怒': '0', '大心': '0'}",66,18,"#純靠北工程師7ra
----------
分享一下公司的鬼故事，我要離職了
公司的離職切結中夾帶一個條款這樣寫，
「爾後如發現交接事項仍有遺漏不明，
願隨時出面補充說明之」。

本來覺得這是形式，想說就簽了
後來想想真的有離職同事被抓回來講解系統．．．
公司老闆直接打給對方總經理要離職同事協助此事"
836252955210509,https://www.facebook.com/init.kobeengineer/posts/836252955210509,2024-03-27 12:39:05,202,"{'哈': '132', '讚': '66', '哇': '3', '大心': '1', '怒': '0', '加油': '0', '嗚': '0'}",10,12,"#純靠北工程師7r4
----------
跟原廠遠端連線處理問題
讓support操作
看他下了一句shutdown -h now
support:奇怪..您那邊網路有發生甚麼問題嗎.為什麼這台機器連線中斷了
我:......."
836207265215078,https://www.facebook.com/init.kobeengineer/posts/836207265215078,2024-03-27 11:19:51,486,"{'讚': '274', '哈': '204', '大心': '3', '哇': '3', '加油': '2', '怒': '0', '嗚': '0'}",60,21,"#純靠北工程師7r5
----------
不是每三個月要換密碼，而且不能與前三次一樣。你的密碼怎麼還是都是原本那一組

前三次？啊就連換四次，第四次改成原本的呀！"
836125118556626,https://www.facebook.com/init.kobeengineer/posts/836125118556626,2024-03-27 08:57:00,71,"{'讚': '41', '哈': '28', '哇': '2', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",6,0,"#純靠北工程師7r6
----------
回想起1年多前，那時候剛上任的長官，想要蒐集員工們對他的看法，開了個樹洞讓大家填寫。
記得某次的線上會議，他還很開心展示大家對他的看法，誇讚同仁們提出很棒的建議，希望大家一起努力向目標，當時還說要再把樹洞重新開放。
可是，都已經2024年了，為什麼還沒看到樹洞打開阿？
我期待很久了耶QQ"
836101295225675,https://www.facebook.com/init.kobeengineer/posts/836101295225675,2024-03-27 07:57:02,104,"{'讚': '83', '哈': '21', '怒': '0', '大心': '0', '加油': '0', '哇': '0', '嗚': '0'}",20,4,"#純靠北工程師7r8
----------
我以為的估工是：把工作要改的API和批次全部找出來，然後一隻API視複雜度估2~4小時之類的，或是細分項目，一個小項視複雜度估2~4小時

實際上的估工是：這個看起來滿簡單的，前面也有類似的功能可以抄，估一天應該綽綽有餘吧

估工要有憑有據，怎麼可以單純憑感覺估，而且一天？你要不要自己寫看看，看你自己能不能一天內寫完，不然給你兩天寫啦，你寫的完再來要求別人吧"
835542801948191,https://www.facebook.com/init.kobeengineer/posts/835542801948191,2024-03-26 10:16:32,103,"{'讚': '78', '哈': '17', '加油': '5', '哇': '1', '嗚': '1', '怒': '1', '大心': '0'}",24,10,"#純靠北工程師7r7
----------
分配工作的人就是有這種好處，覺得自己的事情太多就可以把手邊的工作分配出去，至於我們，就算工作量再多也只能自己吞

我們的能力也不比這些任務分配大師還差，為什麼總是被這些人奴役呢"
834947955341009,https://www.facebook.com/init.kobeengineer/posts/834947955341009,2024-03-25 12:26:46,59,"{'讚': '49', '哈': '10', '怒': '0', '大心': '0', '加油': '0', '哇': '0', '嗚': '0'}",4,3,"#純靠北工程師7r3
----------
公司主管單位一直假惺惺說會給做事員工好的待遇，但實際上完成工作內容也沒兌現承諾。把事情甩鍋在新人身上，說是新人不給力讓這些做事的IT員工氣噗噗。"
834856012016870,https://www.facebook.com/init.kobeengineer/posts/834856012016870,2024-03-25 09:12:40,535,"{'讚': '343', '哈': '183', '哇': '4', '大心': '3', '加油': '2', '怒': '0', '嗚': '0'}",55,16,"#純靠北工程師7r2
----------
公司去年併購另一間公司
IT部門多了一批人
但水準低到無法想像為什麼可以掛工程師
寫的程式比大學生還不如
不會寫不會抄不會改
每天就是找人開會問那種估狗第一頁就有答案的問題
一講話就暴露智商
現在公司很像動物園
每天看到一批猴子晃來晃去"
834834828685655,https://www.facebook.com/init.kobeengineer/posts/834834828685655,2024-03-25 08:26:15,58,"{'讚': '38', '哈': '20', '怒': '0', '大心': '0', '加油': '0', '哇': '0', '嗚': '0'}",8,2,"#純靠北工程師7qx
----------
在Gitlab上開一個draft MR然後assign給senior做review。
senior在trello上丟一張draft不能merge的截圖叫我修，我跟他說等我測完之後會再把MR開起來。
後來他問我裡面幾個commit的問題，我回答完之後他說「所以你的意思是我可以merge了嗎，我可以把draft改成ready」
不是啊，可以merge的話我開draft幹嘛..."
834164152086056,https://www.facebook.com/init.kobeengineer/posts/834164152086056,2024-03-24 09:12:58,116,"{'讚': '93', '哈': '22', '哇': '1', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",16,8,"#純靠北工程師7qw
----------
員工要離職，一邊慰留一邊找人是真的。

例如我現在 1 on 1，也不是為了解、照顧同仁狀況。而是把談到的東西、各種風險，通通加到尚未開啟的 JD 裡面。

我相信我的主管、老闆也是這樣處理我啦。

除非是業內一線、二線的公司，否則 ""留才"" 這塊真的是空白的。有時候徵才都是空白了，還留才勒。"
834149202087551,https://www.facebook.com/init.kobeengineer/posts/834149202087551,2024-03-24 08:40:41,177,"{'讚': '108', '哈': '65', '加油': '2', '哇': '2', '怒': '0', '大心': '0', '嗚': '0'}",5,7,"#純靠北工程師7qq
----------
兩年前應朋友邀請，到他的公司教猴子。

兩年後才發現，真正能力不足的是我。畢竟我再怎麼樣，也不可能是達爾文。

更何況達爾文的演化論，這幾年被挑戰、推翻的可能性都愈來愈高了。"
833593082143163,https://www.facebook.com/init.kobeengineer/posts/833593082143163,2024-03-23 11:27:10,211,"{'讚': '122', '哈': '84', '加油': '2', '哇': '2', '大心': '1', '怒': '0', '嗚': '0'}",16,9,"#純靠北工程師7qy
----------
辦活動要40人同時建模不確定系統撐不撐得住，CEO和CTO能想到的辦法居然是把財務會計隔壁部門的都找來中午時間湊40人作壓力測試?!
連業務都能說出「可以請QA寫腳本進行」了CTO想不到真的太扯，如果接下來要測基本的一千人同時使用不就整棟大樓找人來測?"
833559795479825,https://www.facebook.com/init.kobeengineer/posts/833559795479825,2024-03-23 10:21:00,448,"{'讚': '246', '哈': '187', '哇': '12', '大心': '1', '加油': '1', '嗚': '1', '怒': '0'}",46,15,"#純靠北工程師7qz
----------
公司把辦公室最頂層會議室裝潢成有咖啡廳的social hub
買了一台50萬的咖啡機也花錢聘了專業咖啡師
目前缺店長管理及代班咖啡師
竟然想從IT內找人 以社團的名義培訓去做這件事
雖然公司高層期待每位員工都可以斜槓數種行業
但斜槓了卻沒有兩份薪水阿"
833450912157380,https://www.facebook.com/init.kobeengineer/posts/833450912157380,2024-03-23 05:52:11,271,"{'讚': '173', '哈': '90', '哇': '5', '加油': '2', '大心': '1', '怒': '0', '嗚': '0'}",63,12,"#純靠北工程師7r0
----------
我要自白
我做了十年
遇到條件還是只會寫
if()
{

}
else
{

}

不會寫if(){
}else{
}

也不會寫 fuck u? : go fuck yourself
我真是沒用
嗚嗚嗚....難怪沒辦法記住老闆三個月前講的事情
我還是自請離職好了

喔，那個什麼用firebase互相傳notification代替API可以不用租AWS的計畫

麻煩您找別人做吧"
833441448824993,https://www.facebook.com/init.kobeengineer/posts/833441448824993,2024-03-23 05:30:44,71,"{'讚': '41', '哈': '29', '哇': '1', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",8,3,"#純靠北工程師7r1
----------
過年後 Q2 最近來面試的資深工程師、甚至是技術主管，幾乎都是一問就倒 (明明只是拿他們自己講的東西來問) ...

求職者：我的這個系統用 coroutine 實作，然後 blah blah blah ...

未來同事面試官：等等，你用的程式語言有支援 yield 嗎？還是你用了什麼方式來實作？

用人主管面試官：可是你 (side project) 的 call function 都是 blocked 的耶，還是你 coroutine 在別的地方？？

...

是不是比較有能力的，都是 Q4 才會出來面試，談年後到職？？"
832898298879308,https://www.facebook.com/init.kobeengineer/posts/832898298879308,2024-03-22 10:39:36,95,"{'讚': '69', '哇': '14', '加油': '6', '哈': '6', '怒': '0', '大心': '0', '嗚': '0'}",12,2,"#純靠北工程師7qt
----------
這是我在純靠北的第 500 篇投稿，500 篇都是同一家公司。投稿的每個故事都是真的，只是做了去識別化，加了一些誇飾法。

現在的公司我沒有特別喜歡，也沒有特別討厭。但是的確特別到讓我註冊投稿帳號，然後不知不覺的寫了 499 + 1 篇了。

喔對了，我要靠北的是，2024 年都要第二季了，面試還是沒著落。目前看來是腳麻的很嚴重啊。"
832881515547653,https://www.facebook.com/init.kobeengineer/posts/832881515547653,2024-03-22 09:59:09,132,"{'讚': '75', '哈': '56', '加油': '1', '怒': '0', '大心': '0', '哇': '0', '嗚': '0'}",27,4,"#純靠北工程師7qv
----------
剛剛看了界面設計不要被實作細節綁死的文章，突然想到我們有好幾個技術主管 ...

開會討論冰箱用電，他們會一直魯小現在電源是風力發電還是火力發電，

討論 AI 訓練池化的問題，會一直拿 3060、4060 顯卡的規格出來要確認再確認 ...

這到底是太在意細節、系統設計沒學好，還是不知道開會是什麼意思？？"
832203915615413,https://www.facebook.com/init.kobeengineer/posts/832203915615413,2024-03-21 09:05:13,193,"{'讚': '139', '哈': '52', '加油': '1', '哇': '1', '怒': '0', '大心': '0', '嗚': '0'}",29,13,"#純靠北工程師7qu
----------
最近發現自己努力不夠的關係，隨著年紀愈來愈大，面試也愈來愈不能挑了。

以前遇到面試官連 feature toggle 都講不清楚，阿巴阿巴的，我就謝謝再聯絡。

現在遇到面試官會 git rebase, squash merge，就已經覺得這真是個優質的開發團隊。

再過幾年可能會 push -f，版本庫沒有 xxx_backup20240320.java 這種東西，我就會拜託對方一定要賞口飯給我吃了。"
831592332343238,https://www.facebook.com/init.kobeengineer/posts/831592332343238,2024-03-20 07:14:27,220,"{'讚': '144', '哈': '73', '哇': '2', '嗚': '1', '怒': '0', '大心': '0', '加油': '0'}",13,9,"#純靠北工程師7qn
----------
工程師同事：
我做了這麼多這個薪水該做的事情，老闆應該要看到我、加薪鼓勵我。

老闆：
我準時發薪水，他也把事情做到及格，這樣很好；喔對了，那個告訴他要做什麼事、檢查他做了什麼事的人該加薪了。

我：
我一點也不想知道他做到哪，我只是不想收到 ""在我的電腦可以動"" 的垃圾而已。

工程師同事：
你出一張嘴就可以加薪，好好喔 ~"
831522549016883,https://www.facebook.com/init.kobeengineer/posts/831522549016883,2024-03-20 03:47:38,99,"{'讚': '84', '哈': '14', '大心': '1', '怒': '0', '加油': '0', '哇': '0', '嗚': '0'}",4,2,"#純靠北工程師7qr
----------
今天負責教育訓練完，我自己在檢討上課成效，和什麼是職場友善的時候，突然想到在學校的事情 ...

""我的專題教授用用疑惑的表情看著『學完一遍馬克思威爾方式程式後，竟然不能馬上應用』的我""

所以其實我自己也不怎麼樣嘛，既然都當同事了，就當做幫一起暑修的同學補習吧。"
831479792354492,https://www.facebook.com/init.kobeengineer/posts/831479792354492,2024-03-20 02:04:37,286,"{'讚': '141', '哈': '141', '嗚': '2', '大心': '1', '哇': '1', '怒': '0', '加油': '0'}",18,8,"#純靠北工程師7qo
----------
剛進公司的時候，同事跟我說，他喜歡單純『寫』程式的工作。

一開始我以為他是： 

(1) 在跟老闆的會議上睡覺，但是醒來後可以指出小數點後三位的錯誤

(2) 上班一邊寫產品一邊刷 leetcode，而且寫的又快又好

(3) 下班前順便貢獻了一點開源專案 

... 這種單純，和喜歡寫程式。

後來才知道：

(1) 你要告訴他哪裡可以複製程式碼，最好連哪一段到哪一段都講清楚

(2) 他負責的程式的 private field / data member 怎麼命名， 最好也要提供，否則要嘛會卡很久，要嘛又是你講的不清不楚

(3) 幫忙處理以上不單純的工作後，他就可以『寫』程式了 (打字)

... 這種的單純和喜歡方式。"
831459219023216,https://www.facebook.com/init.kobeengineer/posts/831459219023216,2024-03-20 01:06:09,168,"{'讚': '97', '哈': '69', '哇': '2', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",14,5,"#純靠北工程師7qp
----------
公司的 PM 們：

1. 各自規劃超漂亮的甘特圖，最後每個工程師每天有 72 hrs 的工時可以用

2. 做的最好的事情是轉發 email。但是常常連郵件標題調整、內容編輯，都做的 2266

3. 讓他們當 PM 是目前最好的決定。否則留下來繼續寫程式、做系統分析 ... 事情會更糟糕"
831090192393452,https://www.facebook.com/init.kobeengineer/posts/831090192393452,2024-03-19 10:42:40,184,"{'讚': '111', '哈': '65', '哇': '7', '嗚': '1', '怒': '0', '大心': '0', '加油': '0'}",45,8,"#純靠北工程師7qm
----------
最近要找可以獨立作業的 CRUD 工程師，但是預算很少只有 55K。來問問萬能的純靠北哪些條件要刪掉，才能找到人：

1. 知道什麼是 CRUD，或是誠實承認自己不知道。面試或是到職後不會鬼扯要建模型什麼的

2. 可以看懂 55K 業界 CRUD 工程師都看得懂的技術文件。例如看過 EC2 教學後，不會跟你說他需要 AZ 值班工程師幫忙按電源開機

3. 知道而且主動回報問題。不會從 JSON 讀 token 資料卡了一個月後，才跟你說他已經成功用 strtok() 把大括號配對檢查做出來了"
831030705732734,https://www.facebook.com/init.kobeengineer/posts/831030705732734,2024-03-19 08:02:06,155,"{'讚': '149', '哈': '5', '嗚': '1', '怒': '0', '大心': '0', '加油': '0', '哇': '0'}",5,17,"#純靠北工程師7qk
----------
高智商 / 高效率團隊小主管，上任一個月管理方式調整心得：

1. 直接承認你不懂，需要大家幫忙讓你更好管理。你能夠掌握狀況，才能去要更多資源

2. 不需要假裝自己在狀況內，然後設計一堆流程表格讓大家降智工作

3. 靠北彼得原理之前，先想想木桶理論"
830332215802583,https://www.facebook.com/init.kobeengineer/posts/830332215802583,2024-03-18 05:24:57,60,"{'讚': '44', '哈': '15', '哇': '1', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",8,6,"#純靠北工程師7qe
----------
看到最近某個疫苗的價格
就想到不能相信客戶說「錢不是問題」
好不容易把規格和報價喬定
最後只換來一句「讓我們討論一下」
然後就沒下文了"
829820452520426,https://www.facebook.com/init.kobeengineer/posts/829820452520426,2024-03-17 09:55:10,156,"{'讚': '97', '哈': '57', '大心': '1', '哇': '1', '怒': '0', '加油': '0', '嗚': '0'}",0,8,"#純靠北工程師7qa
----------
別人寫軟體跟EE間的對話：矣你GPIO有沒有拉對啊，為什麼我給訊號都沒反應

我寫軟體跟EE間的對話：矣你歡樂送大麥克錢有沒有給對啊，為什麼我看好像少給運費"
829165102585961,https://www.facebook.com/init.kobeengineer/posts/829165102585961,2024-03-16 08:00:22,237,"{'讚': '159', '哈': '75', '哇': '2', '嗚': '1', '怒': '0', '大心': '0', '加油': '0'}",29,10,"#純靠北工程師7qg
----------
每次去找前端的時候，他不是在刻畫面就是在切板
這是不是前端常給人的刻板印象
哈哈.."
828689479300190,https://www.facebook.com/init.kobeengineer/posts/828689479300190,2024-03-15 14:32:31,368,"{'讚': '243', '哈': '114', '哇': '10', '加油': '1', '怒': '0', '大心': '0', '嗚': '0'}",67,8,"#純靠北工程師7qf
----------
想要自己買椅子
因為假皮又歪的椅子太難坐
選了一個有頭靠的

被老闆靠北經營公司這麼多年沒看過有人自己帶椅子，還選有頭靠的
可以讓我看看你們辦公室坐的椅子來打他臉嗎"
828511272651344,https://www.facebook.com/init.kobeengineer/posts/828511272651344,2024-03-15 08:15:02,273,"{'讚': '186', '哈': '84', '加油': '1', '哇': '1', '嗚': '1', '怒': '0', '大心': '0'}",49,4,"#純靠北工程師7qd
----------
擁有一個不懂git的主管好處是
可以極大的增強自身git實力
這大半年處理的各種疑難雜症
都在教科書上得到印證
""強將手裡無弱兵"" 這句話在這裡
完全不適用"
827740599395078,https://www.facebook.com/init.kobeengineer/posts/827740599395078,2024-03-14 00:58:09,229,"{'讚': '151', '哈': '73', '哇': '4', '加油': '1', '怒': '0', '大心': '0', '嗚': '0'}",28,17,"#純靠北工程師7qc
----------
公司老屁股抱怨缺人
都不找有能力的人進來
但看起來是老屁股把能做事的人都雞掰走了才在抱怨
一間公司超過5000人
做超過10年的只佔1%
這1%裡面又有一半的人以雞掰人為生存之道
實在不知要供殺小"
827358212766650,https://www.facebook.com/init.kobeengineer/posts/827358212766650,2024-03-13 09:07:46,210,"{'讚': '127', '哈': '83', '怒': '0', '大心': '0', '加油': '0', '哇': '0', '嗚': '0'}",17,7,"#純靠北工程師7q9
----------
面試被問『在公司人緣好不好』要怎麼問答？

人猿沒有很多啦，有一隻剛逃出來在面試，看你覺得如何。

猩猩和猴子應該很多，但是也過的也一般。"
826758082826663,https://www.facebook.com/init.kobeengineer/posts/826758082826663,2024-03-12 08:24:00,69,"{'讚': '45', '哈': '23', '哇': '1', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",5,5,"#純靠北工程師7q6
----------
（老鳥在工作Discord Channel發文表示可以去查看Fastfile與.gitlab-ci.yml以了解CI的運作原理）
大學畢業工作經驗多於五年的菜鳥衝過去問老鳥：Fastfile放在哪裡？
老鳥：屌你⋯你唔撚識Search？"
826718626163942,https://www.facebook.com/init.kobeengineer/posts/826718626163942,2024-03-12 06:36:30,357,"{'哈': '227', '讚': '119', '哇': '9', '加油': '1', '嗚': '1', '怒': '0', '大心': '0'}",20,12,"#純靠北工程師7qb
----------
學長跟供應商反映reference code有bug,會掉資料
我看了一下學長的mail:
錯誤的資料
0x18
0x19
(少了0x20)
0x1A
……"
826189092883562,https://www.facebook.com/init.kobeengineer/posts/826189092883562,2024-03-11 09:28:21,346,"{'讚': '189', '哈': '155', '大心': '1', '哇': '1', '怒': '0', '加油': '0', '嗚': '0'}",11,9,"#純靠北工程師7pw
----------
我知道你是用嘴寫 code 的，不用敲鍵盤。但你可以練轉筆，不要練掉筆嗎？"
826148266220978,https://www.facebook.com/init.kobeengineer/posts/826148266220978,2024-03-11 08:22:46,214,"{'讚': '136', '哈': '75', '哇': '2', '加油': '1', '怒': '0', '大心': '0', '嗚': '0'}",42,4,"#純靠北工程師7px
----------
合作方第一句話就跟你說『我們是跑敏捷開發的』

這會是地雷的可能性有沒有 87%?"
825517169617421,https://www.facebook.com/init.kobeengineer/posts/825517169617421,2024-03-10 07:50:57,801,"{'讚': '552', '哈': '233', '哇': '8', '大心': '4', '加油': '3', '嗚': '1', '怒': '0'}",25,69,"#純靠北工程師7q8
----------
不知道你是誰，是否還在寫程式， 7年後的今天你的願望已經實現了喔"
825435556292249,https://www.facebook.com/init.kobeengineer/posts/825435556292249,2024-03-10 04:41:53,241,"{'讚': '166', '哈': '72', '哇': '3', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",11,8,"#純靠北工程師7pt
----------
ChatGPT開放建立自己的GPT，建一個專家GPT。我把公司的跟業務不相關的教材上傳後，哇靠，他可以省掉我好多時間哦，可以請他幫我整理相關東西，也可以請他回答裡面有講到的東西。但公司內部是禁用的，我只是下班閒來無事玩一下，如果可以把公司的整個知識丟上去那不就...嘖嘖。還是禁用的好，人人有工作不是很好嗎！"
824898709679267,https://www.facebook.com/init.kobeengineer/posts/824898709679267,2024-03-09 09:15:32,96,"{'讚': '68', '哈': '25', '哇': '3', '怒': '0', '大心': '0', '加油': '0', '嗚': '0'}",4,1,"#純靠北工程師7q7
----------
就跟你說了要用公司AD帳號開網頁才正常，阿全公司只有我們這邊有電腦不加網域在那邊偷上網，
「欸你這個網頁顯示怪怪的欸」
這不是廢話咩，內網網頁是公司自簽憑證沒用AD帳號登入預設就被瀏覽器跟防毒擋光光了阿，
之後開會還又在別的頁面問：
「你這個沒有顯示，怪怪的欸」"
824898319679306,https://www.facebook.com/init.kobeengineer/posts/824898319679306,2024-03-09 09:15:13,284,"{'讚': '203', '哈': '77', '哇': '2', '大心': '1', '加油': '1', '怒': '0', '嗚': '0'}",9,5,"#純靠北工程師7q4
----------
來自隔壁部門的鬼故事。
明天就要從公司畢業的小姊姊，晚上少見的在下午茶小群發瘋。
「都交接出去了的程式搞爆了竟然還丟回來給我自己跑去下班！」
「客戶每次都說這是最後一個issue結果還是一直來！」
「入職後就沒有交談過的頂頭上司就為了交接給別人的問題今天找我去關切！」
「我明天下班後就離職了欸！！！到底！！！」
我：「雖然妳這輩子都不會當到志願役，但是我可以傳授給妳志願役常用的心法：『還好我要退了』。」
謹以此文祝福這位優秀的小姊姊，祝她海外生活一切順利，不要再遇到雷包同事了XD"
824898179679320,https://www.facebook.com/init.kobeengineer/posts/824898179679320,2024-03-09 09:14:55,508,"{'哈': '273', '讚': '225', '哇': '6', '大心': '2', '加油': '1', '嗚': '1', '怒': '0'}",5,10,"#純靠北工程師7q5
----------
以前在公司吵架，我們都會說誰誰誰撿到槍了，誰去開第一槍。

可是現在有個新同事，家裡有一些背景。所以這兩句話不能用了，不然會變成真的。"
824242506411554,https://www.facebook.com/init.kobeengineer/posts/824242506411554,2024-03-08 09:45:23,214,"{'哈': '106', '讚': '89', '哇': '18', '嗚': '1', '怒': '0', '大心': '0', '加油': '0'}",46,9,"#純靠北工程師7q0
----------
在Maintain號稱20年資歷同事的一段程式碼時看到類似這樣的邏輯出現在某個callback
function…
(a固定值，途中沒有被改變）

if(a==1){
  .
  .
  if(a==2){
    Run()
  }
}

20年資歷資深同事：「不是啦！齁！這個喔我跟你說啦有時候這個callback會被系統free掉所以沒辦法執行Run()啦！這個沒有錯啦！Run()只是偶爾不能執行啦，20次大概只有1-2次不會跑，你多call幾次就好了」"
824142086421596,https://www.facebook.com/init.kobeengineer/posts/824142086421596,2024-03-08 06:21:19,487,"{'哈': '256', '讚': '226', '哇': '3', '加油': '2', '怒': '0', '大心': '0', '嗚': '0'}",64,30,"#純靠北工程師7q1
----------
大廠的資工博士主管：撇開資料的問題，這個AI模型是可以建的。"
824085433093928,https://www.facebook.com/init.kobeengineer/posts/824085433093928,2024-03-08 04:19:50,245,"{'讚': '142', '哈': '94', '哇': '7', '大心': '1', '加油': '1', '怒': '0', '嗚': '0'}",79,11,"#純靠北工程師7q2
----------
公司前端一直堅持要把LAN裡的網站用Let’s Encrypt的憑證，救命"
824074016428403,https://www.facebook.com/init.kobeengineer/posts/824074016428403,2024-03-08 03:51:43,119,"{'讚': '68', '哈': '42', '嗚': '4', '哇': '3', '怒': '2', '大心': '0', '加油': '0'}",16,6,"#純靠北工程師7q3
----------
公司的某代理PM最愛最說一件事「RD你自己問User哪些要做？不懂的自己問User。平常不要煩我跟主管，出事的話你就當背包客」"
824034069765731,https://www.facebook.com/init.kobeengineer/posts/824034069765731,2024-03-08 02:34:20,427,"{'讚': '292', '哈': '131', '哇': '2', '加油': '1', '嗚': '1', '怒': '0', '大心': '0'}",27,17,"#純靠北工程師7pz
----------
在軟體公司每年都要做一些事情來改善工作效率

轉換跑道到國營事業數年後，學到了怎麼降低工作效率，要讓事情更複雜，讓更多的人都有事情可以做"
823562596479545,https://www.facebook.com/init.kobeengineer/posts/823562596479545,2024-03-07 10:44:10,148,"{'哈': '81', '讚': '67', '怒': '0', '大心': '0', '加油': '0', '哇': '0', '嗚': '0'}",23,7,"#純靠北工程師7pe
----------
PM:請實作功能:當server發送強制登出訊息到jar的local端,失敗時local報錯:登出失敗
我:local端如何知道強制登出失敗
PM:設定timeout
我:local端如何知道timeout
PM:timeout跟斷線不一樣
我:????
~~~過了一會~~~
PM:因為無法跑出情境,所以請改一版一定會進情境的code,然後測試"
